,time,체중(kg),index,개체번호,일일 착유 횟수,착유량(L),섭취량(kg),CO2 측정값,온도 측정값,습도 측정값
0,2020-02-16,732.0,1.0,20160413020011.0,2.0,50.0,,,,
1,2020-02-17,717.0,2.0,20160413020011.0,2.0,56.0,,,,
2,2020-02-18,680.0,3.0,20160413020011.0,2.0,52.0,,,,
3,2020-02-19,670.0,4.0,20160413020011.0,2.0,48.0,,,,
4,2020-02-20,674.0,5.0,20160413020011.0,2.0,56.0,,,,
5,2020-02-21,664.0,6.0,20160413020011.0,2.0,62.0,,,,
6,2020-02-22,657.0,7.0,20160413020011.0,2.0,70.0,,,,
7,2020-02-23,670.0,8.0,20160413020011.0,2.0,68.0,,,,
8,2020-02-24,667.0,9.0,20160413020011.0,2.0,78.0,,,,
9,2020-02-25,680.0,10.0,20160413020011.0,2.0,78.0,,,,
10,2020-02-26,657.0,11.0,20160413020011.0,2.0,76.0,,,,
11,2020-02-27,654.0,12.0,20160413020011.0,2.0,76.0,,,,
12,2020-02-28,644.0,13.0,20160413020011.0,2.0,74.0,,,,
13,2020-02-29,645.0,14.0,20160413020011.0,2.0,78.0,,,,
14,2020-03-01,665.0,15.0,20160413020011.0,2.0,80.0,,,,
15,2020-03-02,655.0,16.0,20160413020011.0,2.0,78.0,,,,
16,2020-03-03,666.0,17.0,20160413020011.0,2.0,78.0,,,,
17,2020-03-04,664.0,18.0,20160413020011.0,2.0,76.0,,,,
18,2020-03-05,661.0,19.0,20160413020011.0,2.0,80.0,,,,
19,2020-03-06,657.0,20.0,20160413020011.0,2.0,80.0,,,,
20,2020-03-07,659.0,21.0,20160413020011.0,2.0,80.0,,,,
21,2020-03-08,655.0,22.0,20160413020011.0,2.0,80.0,,,,
22,2020-03-09,657.0,23.0,20160413020011.0,2.0,82.0,,,,
23,2020-03-10,650.0,24.0,20160413020011.0,2.0,82.0,,,,
24,2020-03-11,647.0,25.0,20160413020011.0,2.0,78.0,,,,
25,2020-03-12,656.0,26.0,20160413020011.0,2.0,84.0,,,,
26,2020-03-13,662.0,27.0,20160413020011.0,2.0,86.0,,,,
27,2020-03-14,661.0,28.0,20160413020011.0,2.0,86.0,,,,
28,2020-03-15,648.0,29.0,20160413020011.0,2.0,94.0,,,,
29,2020-03-16,649.0,30.0,20160413020011.0,2.0,94.0,,,,
30,2020-03-17,649.0,31.0,20160413020011.0,2.0,96.0,,,,
31,2020-03-18,656.0,32.0,20160413020011.0,2.0,94.0,,,,
32,2020-03-19,658.0,33.0,20160413020011.0,2.0,104.0,,,,
33,2020-03-20,652.0,34.0,20160413020011.0,2.0,100.0,,,,
34,2020-03-21,662.0,35.0,20160413020011.0,2.0,100.0,,,,
35,2020-03-22,658.0,36.0,20160413020011.0,2.0,96.0,,,,
36,2020-03-23,666.0,37.0,20160413020011.0,2.0,102.0,,,,
37,2020-03-24,651.0,38.0,20160413020011.0,2.0,94.0,,,,
38,2020-03-25,660.0,39.0,20160413020011.0,2.0,98.0,,,,
39,2020-03-26,664.0,40.0,20160413020011.0,2.0,106.0,,,,
40,2020-03-27,657.0,41.0,20160413020011.0,2.0,110.0,,,,
41,2020-03-28,672.0,42.0,20160413020011.0,2.0,110.0,,,,
42,2020-03-29,677.0,43.0,20160413020011.0,2.0,104.0,,,,
43,2020-03-30,661.0,44.0,20160413020011.0,2.0,104.0,,,,
44,2020-03-31,655.0,45.0,20160413020011.0,2.0,110.0,,,,
45,2020-04-01,662.0,46.0,20160413020011.0,2.0,106.0,,,,
46,2020-04-02,676.0,47.0,20160413020011.0,2.0,100.0,,,,
47,2020-04-03,668.0,48.0,20160413020011.0,2.0,106.0,,,,
48,2020-04-04,656.0,49.0,20160413020011.0,2.0,114.0,,,,
49,2020-04-05,657.0,50.0,20160413020011.0,2.0,112.0,,,,
50,2020-04-06,664.0,51.0,20160413020011.0,2.0,110.0,,,,
51,2020-04-07,675.0,52.0,20160413020011.0,2.0,112.0,,,,
52,2020-04-08,668.0,53.0,20160413020011.0,2.0,108.0,,,,
53,2020-04-09,692.0,54.0,20160413020011.0,2.0,106.0,,,,
54,2020-04-10,690.0,55.0,20160413020011.0,2.0,116.0,,,,
55,2020-04-11,698.0,56.0,20160413020011.0,2.0,118.0,,,,
56,2020-04-12,681.0,57.0,20160413020011.0,2.0,108.0,,,,
57,2020-04-13,692.0,58.0,20160413020011.0,2.0,108.0,,,,
58,2020-04-14,675.0,59.0,20160413020011.0,2.0,106.0,,,,
59,2020-04-15,681.0,60.0,20160413020011.0,2.0,112.0,,,,
60,2020-04-16,688.0,61.0,20160413020011.0,2.0,120.0,,,,
61,2020-04-17,696.0,62.0,20160413020011.0,2.0,112.0,,,,
62,2020-04-18,696.0,63.0,20160413020011.0,2.0,102.0,,,,
63,2020-04-19,683.0,64.0,20160413020011.0,2.0,102.0,,,,
64,2020-04-20,690.0,65.0,20160413020011.0,2.0,118.0,,,,
65,2020-04-21,691.0,66.0,20160413020011.0,2.0,106.0,,,,
66,2020-04-22,691.0,67.0,20160413020011.0,2.0,110.0,,,,
67,2020-04-23,706.0,68.0,20160413020011.0,2.0,122.0,,,,
68,2020-04-24,711.0,69.0,20160413020011.0,2.0,120.0,,,,
69,2020-04-25,702.0,70.0,20160413020011.0,2.0,122.0,,,,
70,2020-04-26,709.0,71.0,20160413020011.0,2.0,124.0,,,,
71,2020-04-27,697.0,72.0,20160413020011.0,2.0,120.0,,,,
72,2020-04-28,695.0,73.0,20160413020011.0,2.0,120.0,,,,
73,2020-04-29,696.0,74.0,20160413020011.0,2.0,120.0,,,,
74,2020-04-30,693.0,75.0,20160413020011.0,2.0,106.0,,,,
75,2020-05-01,694.0,76.0,20160413020011.0,2.0,112.0,,,,
76,2020-05-02,695.0,77.0,20160413020011.0,2.0,124.0,,,,
77,2020-05-03,704.0,78.0,20160413020011.0,2.0,118.0,,,,
78,2020-05-04,704.0,79.0,20160413020011.0,2.0,122.0,,,,
79,2020-05-05,706.0,80.0,20160413020011.0,2.0,124.0,,,,
80,2020-05-06,708.0,81.0,20160413020011.0,2.0,128.0,,,,
81,2020-05-07,703.0,82.0,20160413020011.0,2.0,120.0,,,,
82,2020-05-08,683.0,83.0,20160413020011.0,2.0,114.0,,,,
83,2020-05-09,703.0,84.0,20160413020011.0,2.0,122.0,,,,
84,2020-05-10,712.0,85.0,20160413020011.0,2.0,126.0,,,,
85,2020-05-11,722.0,86.0,20160413020011.0,2.0,120.0,,,,
86,2020-05-12,696.0,87.0,20160413020011.0,2.0,120.0,,,,
87,2020-05-13,695.0,88.0,20160413020011.0,2.0,116.0,,,,
88,2020-05-14,684.0,89.0,20160413020011.0,2.0,114.0,,,,
89,2020-05-15,693.0,90.0,20160413020011.0,2.0,112.0,,,,
90,2020-05-16,694.0,91.0,20160413020011.0,2.0,110.0,,,,
91,2020-05-17,701.0,92.0,20160413020011.0,2.0,120.0,,,,
92,2020-05-18,683.0,93.0,20160413020011.0,2.0,108.0,,,,
93,2020-05-19,703.0,94.0,20160413020011.0,2.0,104.0,,,,
94,2020-05-20,696.0,95.0,20160413020011.0,2.0,118.0,,,,
95,2020-05-21,696.0,96.0,20160413020011.0,2.0,122.0,,,,
96,2020-05-22,696.0,97.0,20160413020011.0,2.0,114.0,,,,
97,2020-05-23,701.0,98.0,20160413020011.0,2.0,128.0,,,,
98,2020-05-24,709.0,99.0,20160413020011.0,2.0,120.0,,,,
99,2020-05-25,704.0,100.0,20160413020011.0,2.0,124.0,,,,
100,2020-05-26,715.0,101.0,20160413020011.0,2.0,124.0,,,,
101,2020-05-27,693.0,102.0,20160413020011.0,2.0,118.0,,,,
102,2020-05-28,710.0,103.0,20160413020011.0,2.0,126.0,,,,
103,2020-05-29,711.0,104.0,20160413020011.0,2.0,124.0,,,,
104,2020-05-30,709.0,105.0,20160413020011.0,2.0,130.0,,,,
105,2020-05-31,703.0,106.0,20160413020011.0,2.0,128.0,,,,
106,2020-06-01,701.0,107.0,20160413020011.0,2.0,124.0,,,,
107,2020-06-02,709.0,108.0,20160413020011.0,2.0,130.0,,,,
108,2020-06-03,708.0,109.0,20160413020011.0,2.0,132.0,,,,
109,2020-06-04,663.0,110.0,20160413020011.0,2.0,130.0,,,,
110,2020-06-05,693.0,111.0,20160413020011.0,2.0,126.0,,,,
111,2020-06-06,710.0,112.0,20160413020011.0,2.0,128.0,,,,
112,2020-06-07,723.0,113.0,20160413020011.0,2.0,128.0,,,,
113,2020-06-08,701.0,114.0,20160413020011.0,2.0,128.0,,,,
114,2020-06-09,721.0,115.0,20160413020011.0,2.0,136.0,,,,
115,2020-06-10,715.0,116.0,20160413020011.0,2.0,128.0,,,,
116,2020-06-11,703.0,117.0,20160413020011.0,2.0,130.0,,,,
117,2020-06-12,696.0,118.0,20160413020011.0,2.0,126.0,,,,
118,2020-06-13,702.0,119.0,20160413020011.0,2.0,126.0,,,,
119,2020-06-14,720.0,120.0,20160413020011.0,2.0,128.0,,,,
120,2020-06-15,727.0,121.0,20160413020011.0,2.0,126.0,,,,
121,2020-06-16,725.0,122.0,20160413020011.0,2.0,130.0,,,,
122,2020-06-17,694.0,123.0,20160413020011.0,2.0,122.0,,,,
123,2020-06-18,720.0,124.0,20160413020011.0,2.0,122.0,,,,
124,2020-06-19,717.0,125.0,20160413020011.0,2.0,122.0,,,,
125,2020-06-20,722.0,126.0,20160413020011.0,2.0,130.0,,,,
126,2020-06-21,718.0,127.0,20160413020011.0,2.0,132.0,,,,
127,2020-06-22,724.0,128.0,20160413020011.0,2.0,132.0,,,,
128,2020-06-23,715.0,129.0,20160413020011.0,2.0,126.0,,,,
129,2020-06-24,716.0,130.0,20160413020011.0,2.0,122.0,,,,
130,2020-06-25,696.0,131.0,20160413020011.0,2.0,130.0,,,,
131,2020-06-26,710.0,132.0,20160413020011.0,2.0,126.0,,,,
132,2020-06-27,703.0,133.0,20160413020011.0,2.0,114.0,,,,
133,2020-06-28,718.0,134.0,20160413020011.0,2.0,112.0,,,,
134,2020-06-29,729.0,135.0,20160413020011.0,2.0,130.0,,,,
135,2020-06-30,722.0,136.0,20160413020011.0,2.0,122.0,,,,
136,2020-07-01,727.0,137.0,20160413020011.0,1.0,63.0,,,,
137,2020-07-02,728.0,138.0,20160413020011.0,1.0,64.0,,,,
138,2020-07-03,718.0,139.0,20160413020011.0,1.0,61.0,,,,
139,2020-07-04,712.0,140.0,20160413020011.0,1.0,62.0,,,,
140,2020-07-05,722.0,141.0,20160413020011.0,1.0,61.0,,,,
141,2020-07-06,697.0,142.0,20160413020011.0,1.0,55.0,,,,
142,2020-07-07,713.0,143.0,20160413020011.0,1.0,59.0,,,,
143,2020-07-08,719.0,144.0,20160413020011.0,1.0,63.0,,,,
144,2020-07-09,724.0,145.0,20160413020011.0,1.0,63.0,,,,
145,2020-07-10,696.0,146.0,20160413020011.0,1.0,55.0,,,,
146,2020-07-11,702.0,147.0,20160413020011.0,1.0,62.0,,,,
147,2020-07-12,702.0,148.0,20160413020011.0,1.0,60.0,,,,
148,2020-07-13,708.0,149.0,20160413020011.0,1.0,62.0,,,,
149,2020-07-14,734.0,150.0,20160413020011.0,1.0,62.0,,,,
150,2020-07-15,720.0,151.0,20160413020011.0,1.0,62.0,,,,
151,2020-07-16,727.0,152.0,20160413020011.0,1.0,61.0,,,,
152,2020-07-17,720.0,153.0,20160413020011.0,1.0,64.0,,,,
153,2020-07-18,725.0,154.0,20160413020011.0,1.0,63.0,,,,
154,2020-07-19,716.0,155.0,20160413020011.0,1.0,60.0,,,,
155,2020-07-20,739.0,156.0,20160413020011.0,1.0,62.0,,,,
156,2020-07-21,741.0,157.0,20160413020011.0,1.0,62.0,,,,
157,2020-07-22,708.0,158.0,20160413020011.0,1.0,59.0,,,,
158,2020-07-23,736.0,159.0,20160413020011.0,1.0,61.0,,,,
159,2020-07-24,715.0,160.0,20160413020011.0,1.0,48.0,,,,
160,2020-07-25,718.0,161.0,20160413020011.0,1.0,57.0,,,,
161,2020-07-26,731.0,162.0,20160413020011.0,1.0,60.0,,,,
162,2020-07-27,736.0,163.0,20160413020011.0,1.0,59.0,,,,
163,2020-07-28,733.0,164.0,20160413020011.0,1.0,60.0,,,,
164,2020-07-29,726.0,165.0,20160413020011.0,1.0,61.0,,,,
165,2020-07-30,733.0,166.0,20160413020011.0,1.0,60.0,,,,
166,2020-07-31,706.0,167.0,20160413020011.0,1.0,58.0,,,,
167,2020-08-01,735.0,168.0,20160413020011.0,1.0,57.0,,,,
168,2020-08-02,732.0,169.0,20160413020011.0,1.0,58.0,,,,
169,2020-08-03,730.0,170.0,20160413020011.0,1.0,57.0,,,,
170,2020-08-04,724.0,171.0,20160413020011.0,1.0,55.0,,,,
171,2020-08-05,732.0,172.0,20160413020011.0,1.0,57.0,,,,
172,2020-08-06,719.0,173.0,20160413020011.0,1.0,54.0,,,,
173,2020-08-07,755.0,174.0,20160413020011.0,1.0,55.0,,,,
174,2020-08-08,733.0,175.0,20160413020011.0,1.0,55.0,,,,
175,2020-08-09,732.0,176.0,20160413020011.0,1.0,50.0,,,,
176,2020-08-10,723.0,177.0,20160413020011.0,1.0,50.0,,,,
177,2020-08-11,736.0,178.0,20160413020011.0,1.0,52.0,,,,
178,2020-08-12,748.0,179.0,20160413020011.0,1.0,55.0,,,,
179,2020-08-13,733.0,180.0,20160413020011.0,1.0,55.0,,,,
180,2020-08-14,747.0,181.0,20160413020011.0,1.0,54.0,,,,
181,2020-08-15,733.0,182.0,20160413020011.0,1.0,45.0,,,,
182,2020-08-16,740.0,183.0,20160413020011.0,1.0,53.0,,,,
183,2020-08-17,734.0,184.0,20160413020011.0,1.0,50.0,,,,
184,2020-08-18,728.0,185.0,20160413020011.0,1.0,48.0,,,,
185,2020-08-19,726.0,186.0,20160413020011.0,1.0,45.0,,,,
186,2020-08-20,728.0,187.0,20160413020011.0,1.0,53.0,,,,
187,2020-08-21,712.0,188.0,20160413020011.0,1.0,54.0,,,,
188,2020-08-22,711.0,189.0,20160413020011.0,1.0,52.0,,,,
189,2020-08-23,719.0,190.0,20160413020011.0,1.0,51.0,,,,
190,2020-08-24,704.0,191.0,20160413020011.0,1.0,54.0,,,0.0,
191,2020-08-25,727.0,192.0,20160413020011.0,1.0,56.0,,,0.0,
192,2020-08-26,722.0,193.0,20160413020011.0,1.0,53.0,,,,
193,2020-08-27,736.0,194.0,20160413020011.0,1.0,51.0,,,,
194,2020-08-28,737.0,195.0,20160413020011.0,1.0,46.0,,243.0,23.0,70.0
195,2020-08-29,726.0,196.0,20160413020011.0,1.0,36.0,,,,
196,2020-08-30,736.0,197.0,20160413020011.0,1.0,36.0,,,,
197,2020-08-31,722.0,198.0,20160413020011.0,1.0,35.0,,,,
198,2020-09-01,708.0,199.0,20160413020011.0,1.0,35.0,,,,
199,2020-09-02,705.0,200.0,20160413020011.0,1.0,33.0,,,,
