,time,체중(kg),index,개체번호,일일 착유 횟수,착유량(L),섭취량(kg),CO2 측정값,온도 측정값,습도 측정값
0,2020-01-21,702.0,1.0,20160620010041.0,2.0,56.0,5.0,,,
1,2020-01-22,702.0,2.0,20160620010041.0,2.0,60.0,6.0,,,
2,2020-01-23,699.0,3.0,20160620010041.0,2.0,60.0,6.0,,,
3,2020-01-24,700.0,4.0,20160620010041.0,2.0,64.0,6.0,,,
4,2020-01-25,697.0,5.0,20160620010041.0,2.0,66.0,6.0,,,
5,2020-01-26,703.0,6.0,20160620010041.0,2.0,68.0,5.0,,,
6,2020-01-27,712.0,7.0,20160620010041.0,2.0,64.0,5.0,,,
7,2020-01-28,696.0,8.0,20160620010041.0,2.0,62.0,5.0,,,
8,2020-01-29,698.0,9.0,20160620010041.0,2.0,56.0,5.0,,,
9,2020-01-30,709.0,10.0,20160620010041.0,2.0,56.0,5.0,,,
10,2020-01-31,705.0,11.0,20160620010041.0,2.0,60.0,5.0,,,
11,2020-02-01,693.0,12.0,20160620010041.0,2.0,60.0,6.0,,,
12,2020-02-02,706.0,13.0,20160620010041.0,2.0,64.0,6.0,,,
13,2020-02-03,724.0,14.0,20160620010041.0,2.0,64.0,6.0,,,
14,2020-02-04,747.0,15.0,20160620010041.0,2.0,66.0,6.0,,,
15,2020-02-05,730.0,16.0,20160620010041.0,2.0,66.0,6.0,,,
16,2020-02-06,744.0,17.0,20160620010041.0,2.0,62.0,6.0,,,
17,2020-02-07,730.0,18.0,20160620010041.0,2.0,62.0,6.0,,,
18,2020-02-08,712.0,19.0,20160620010041.0,2.0,66.0,6.0,,,
19,2020-02-09,716.0,20.0,20160620010041.0,2.0,62.0,6.0,,,
20,2020-02-10,718.0,21.0,20160620010041.0,2.0,62.0,6.0,,,
21,2020-02-11,727.0,22.0,20160620010041.0,2.0,58.0,5.0,,,
22,2020-02-12,739.0,23.0,20160620010041.0,2.0,62.0,5.0,,,
23,2020-02-13,750.0,24.0,20160620010041.0,2.0,64.0,6.0,,,
24,2020-02-14,734.0,25.0,20160620010041.0,2.0,68.0,6.0,,,
25,2020-02-15,731.0,26.0,20160620010041.0,2.0,64.0,6.0,,,
26,2020-02-16,734.0,27.0,20160620010041.0,2.0,64.0,6.0,,,
27,2020-02-17,735.0,28.0,20160620010041.0,2.0,38.0,6.0,,,
28,2020-02-18,749.0,29.0,20160620010041.0,2.0,62.0,5.0,,,
29,2020-02-19,726.0,30.0,20160620010041.0,2.0,62.0,6.0,,,
30,2020-02-20,735.0,31.0,20160620010041.0,2.0,66.0,6.0,,,
31,2020-02-21,736.0,32.0,20160620010041.0,2.0,66.0,6.0,,,
32,2020-02-22,752.0,33.0,20160620010041.0,2.0,66.0,6.0,,,
33,2020-02-23,742.0,34.0,20160620010041.0,2.0,64.0,6.0,,,
34,2020-02-24,727.0,35.0,20160620010041.0,2.0,68.0,6.0,,,
35,2020-02-25,743.0,36.0,20160620010041.0,2.0,66.0,6.0,,,
36,2020-02-26,751.0,37.0,20160620010041.0,2.0,62.0,6.0,,,
37,2020-02-27,714.0,38.0,20160620010041.0,2.0,64.0,5.0,,,
38,2020-02-28,711.0,39.0,20160620010041.0,2.0,60.0,6.0,,,
39,2020-02-29,721.0,40.0,20160620010041.0,2.0,62.0,6.0,,,
40,2020-03-01,723.0,41.0,20160620010041.0,2.0,62.0,6.0,,,
41,2020-03-02,725.0,42.0,20160620010041.0,2.0,62.0,6.0,,,
42,2020-03-03,727.0,43.0,20160620010041.0,2.0,66.0,6.0,,,
43,2020-03-04,737.0,44.0,20160620010041.0,2.0,64.0,6.0,,,
44,2020-03-05,733.0,45.0,20160620010041.0,2.0,62.0,6.0,,,
45,2020-03-06,743.0,46.0,20160620010041.0,2.0,62.0,6.0,,,
46,2020-03-07,730.0,47.0,20160620010041.0,2.0,64.0,5.0,,,
47,2020-03-08,732.0,48.0,20160620010041.0,2.0,64.0,6.0,,,
48,2020-03-09,748.0,49.0,20160620010041.0,2.0,66.0,6.0,,,
49,2020-03-10,744.0,50.0,20160620010041.0,2.0,66.0,6.0,,,
50,2020-03-11,738.0,51.0,20160620010041.0,2.0,68.0,6.0,,,
51,2020-03-12,748.0,52.0,20160620010041.0,2.0,64.0,6.0,,,
52,2020-03-13,746.0,53.0,20160620010041.0,2.0,64.0,6.0,,,
53,2020-03-14,740.0,54.0,20160620010041.0,2.0,62.0,6.0,,,
54,2020-03-15,755.0,55.0,20160620010041.0,2.0,60.0,6.0,,,
55,2020-03-16,729.0,56.0,20160620010041.0,2.0,62.0,5.0,,,
56,2020-03-17,750.0,57.0,20160620010041.0,2.0,62.0,6.0,,,
57,2020-03-18,759.0,58.0,20160620010041.0,2.0,66.0,6.0,,,
58,2020-03-19,749.0,59.0,20160620010041.0,2.0,64.0,6.0,,,
