,time,체중(kg),index,개체번호,일일 착유 횟수,착유량(L),섭취량(kg),CO2 측정값,온도 측정값,습도 측정값
0,2020-01-21,544.0,1.0,20171110010052.0,2.0,92.0,6.0,,,
1,2020-01-22,548.0,2.0,20171110010052.0,2.0,62.0,6.0,,,
2,2020-01-23,551.0,3.0,20171110010052.0,2.0,70.0,6.0,,,
3,2020-01-24,547.0,4.0,20171110010052.0,2.0,68.0,6.0,,,
4,2020-01-25,553.0,5.0,20171110010052.0,2.0,72.0,6.0,,,
5,2020-01-26,546.0,6.0,20171110010052.0,2.0,72.0,6.0,,,
6,2020-01-27,540.0,7.0,20171110010052.0,2.0,70.0,6.0,,,
7,2020-01-28,542.0,8.0,20171110010052.0,2.0,68.0,6.0,,,
8,2020-01-29,544.0,9.0,20171110010052.0,2.0,68.0,6.0,,,
9,2020-01-30,546.0,10.0,20171110010052.0,2.0,68.0,6.0,,,
10,2020-01-31,550.0,11.0,20171110010052.0,2.0,68.0,6.0,,,
11,2020-02-01,550.0,12.0,20171110010052.0,2.0,68.0,7.0,,,
12,2020-02-02,554.0,13.0,20171110010052.0,2.0,70.0,7.0,,,
13,2020-02-03,549.0,14.0,20171110010052.0,2.0,68.0,7.0,,,
14,2020-02-04,551.0,15.0,20171110010052.0,2.0,70.0,7.0,,,
15,2020-02-05,557.0,16.0,20171110010052.0,2.0,68.0,7.0,,,
16,2020-02-06,556.0,17.0,20171110010052.0,2.0,70.0,7.0,,,
17,2020-02-07,574.0,18.0,20171110010052.0,2.0,68.0,7.0,,,
18,2020-02-08,562.0,19.0,20171110010052.0,2.0,66.0,7.0,,,
19,2020-02-09,561.0,20.0,20171110010052.0,2.0,70.0,7.0,,,
20,2020-02-10,555.0,21.0,20171110010052.0,2.0,68.0,7.0,,,
21,2020-02-11,559.0,22.0,20171110010052.0,2.0,70.0,7.0,,,
22,2020-02-12,562.0,23.0,20171110010052.0,2.0,70.0,7.0,,,
23,2020-02-13,560.0,24.0,20171110010052.0,2.0,70.0,7.0,,,
24,2020-02-14,564.0,25.0,20171110010052.0,2.0,70.0,7.0,,,
25,2020-02-15,565.0,26.0,20171110010052.0,2.0,70.0,7.0,,,
26,2020-02-16,560.0,27.0,20171110010052.0,2.0,66.0,7.0,,,
27,2020-02-17,560.0,28.0,20171110010052.0,2.0,68.0,7.0,,,
28,2020-02-18,561.0,29.0,20171110010052.0,2.0,66.0,7.0,,,
29,2020-02-19,567.0,30.0,20171110010052.0,2.0,68.0,6.0,,,
30,2020-02-20,569.0,31.0,20171110010052.0,2.0,68.0,6.0,,,
31,2020-02-21,569.0,32.0,20171110010052.0,2.0,68.0,6.0,,,
32,2020-02-22,564.0,33.0,20171110010052.0,2.0,68.0,6.0,,,
33,2020-02-23,559.0,34.0,20171110010052.0,2.0,62.0,6.0,,,
34,2020-02-24,558.0,35.0,20171110010052.0,2.0,60.0,6.0,,,
35,2020-02-25,566.0,36.0,20171110010052.0,2.0,64.0,6.0,,,
36,2020-02-26,564.0,37.0,20171110010052.0,2.0,66.0,6.0,,,
37,2020-02-27,570.0,38.0,20171110010052.0,2.0,64.0,6.0,,,
38,2020-02-28,574.0,39.0,20171110010052.0,2.0,66.0,6.0,,,
39,2020-02-29,570.0,40.0,20171110010052.0,2.0,64.0,6.0,,,
40,2020-03-01,572.0,41.0,20171110010052.0,2.0,64.0,6.0,,,
41,2020-03-02,566.0,42.0,20171110010052.0,2.0,64.0,6.0,,,
42,2020-03-03,568.0,43.0,20171110010052.0,2.0,64.0,6.0,,,
43,2020-03-04,573.0,44.0,20171110010052.0,2.0,66.0,6.0,,,
44,2020-03-05,576.0,45.0,20171110010052.0,2.0,66.0,6.0,,,
45,2020-03-06,579.0,46.0,20171110010052.0,2.0,64.0,6.0,,,
46,2020-03-07,580.0,47.0,20171110010052.0,2.0,64.0,6.0,,,
47,2020-03-08,580.0,48.0,20171110010052.0,2.0,66.0,6.0,,,
48,2020-03-09,584.0,49.0,20171110010052.0,2.0,70.0,6.0,,,
49,2020-03-10,587.0,50.0,20171110010052.0,2.0,66.0,7.0,,,
50,2020-03-11,586.0,51.0,20171110010052.0,2.0,68.0,6.0,,,
51,2020-03-12,584.0,52.0,20171110010052.0,2.0,68.0,7.0,,,
52,2020-03-13,583.0,53.0,20171110010052.0,2.0,66.0,7.0,,,
53,2020-03-14,580.0,54.0,20171110010052.0,2.0,68.0,6.0,,,
