,time,체중(kg),index,개체번호,일일 착유 횟수,착유량(L),섭취량(kg),CO2 측정값,온도 측정값,습도 측정값
0,2020-01-21,715.0,1.0,20130126010057.0,2.0,92.0,6.0,,,
1,2020-01-22,735.0,2.0,20130126010057.0,2.0,74.0,6.0,,,
2,2020-01-23,723.0,3.0,20130126010057.0,2.0,76.0,6.0,,,
3,2020-01-24,735.0,4.0,20130126010057.0,2.0,76.0,6.0,,,
4,2020-01-25,730.0,5.0,20130126010057.0,2.0,76.0,6.0,,,
5,2020-01-26,720.0,6.0,20130126010057.0,2.0,76.0,6.0,,,
6,2020-01-27,723.0,7.0,20130126010057.0,2.0,74.0,6.0,,,
7,2020-01-28,711.0,8.0,20130126010057.0,2.0,76.0,6.0,,,
8,2020-01-29,723.0,9.0,20130126010057.0,2.0,76.0,6.0,,,
9,2020-01-30,727.0,10.0,20130126010057.0,2.0,78.0,6.0,,,
10,2020-01-31,718.0,11.0,20130126010057.0,2.0,78.0,6.0,,,
11,2020-02-01,731.0,12.0,20130126010057.0,2.0,74.0,7.0,,,
12,2020-02-02,731.0,13.0,20130126010057.0,2.0,74.0,8.0,,,
13,2020-02-03,731.0,14.0,20130126010057.0,2.0,76.0,8.0,,,
14,2020-02-04,736.0,15.0,20130126010057.0,2.0,76.0,8.0,,,
15,2020-02-05,725.0,16.0,20130126010057.0,2.0,76.0,6.0,,,
16,2020-02-06,730.0,17.0,20130126010057.0,2.0,74.0,5.0,,,
17,2020-02-07,738.0,18.0,20130126010057.0,2.0,70.0,4.0,,,
18,2020-02-08,741.0,19.0,20130126010057.0,2.0,70.0,4.0,,,
19,2020-02-09,756.0,20.0,20130126010057.0,2.0,70.0,4.0,,,
20,2020-02-10,733.0,21.0,20130126010057.0,2.0,68.0,4.0,,,
21,2020-02-11,738.0,22.0,20130126010057.0,2.0,68.0,5.0,,,
22,2020-02-12,746.0,23.0,20130126010057.0,2.0,68.0,5.0,,,
23,2020-02-13,738.0,24.0,20130126010057.0,2.0,68.0,6.0,,,
24,2020-02-14,726.0,25.0,20130126010057.0,2.0,72.0,7.0,,,
25,2020-02-15,742.0,26.0,20130126010057.0,2.0,60.0,6.0,,,
26,2020-02-16,735.0,27.0,20130126010057.0,2.0,68.0,7.0,,,
27,2020-02-17,726.0,28.0,20130126010057.0,2.0,68.0,7.0,,,
28,2020-02-18,732.0,29.0,20130126010057.0,2.0,72.0,7.0,,,
29,2020-02-19,722.0,30.0,20130126010057.0,2.0,66.0,6.0,,,
30,2020-02-20,762.0,31.0,20130126010057.0,2.0,66.0,6.0,,,
31,2020-02-21,720.0,32.0,20130126010057.0,2.0,68.0,7.0,,,
32,2020-02-22,746.0,33.0,20130126010057.0,2.0,64.0,6.0,,,
33,2020-02-23,737.0,34.0,20130126010057.0,2.0,70.0,7.0,,,
34,2020-02-24,735.0,35.0,20130126010057.0,2.0,68.0,7.0,,,
35,2020-02-25,730.0,36.0,20130126010057.0,2.0,72.0,7.0,,,
36,2020-02-26,747.0,37.0,20130126010057.0,2.0,68.0,7.0,,,
37,2020-02-27,747.0,38.0,20130126010057.0,2.0,70.0,6.0,,,
38,2020-02-28,726.0,39.0,20130126010057.0,2.0,66.0,3.0,,,
39,2020-02-29,731.0,40.0,20130126010057.0,2.0,70.0,4.0,,,
40,2020-03-01,736.0,41.0,20130126010057.0,2.0,66.0,6.0,,,
41,2020-03-02,734.0,42.0,20130126010057.0,2.0,68.0,7.0,,,
42,2020-03-03,737.0,43.0,20130126010057.0,2.0,70.0,7.0,,,
43,2020-03-04,733.0,44.0,20130126010057.0,2.0,62.0,4.0,,,
44,2020-03-05,726.0,45.0,20130126010057.0,2.0,64.0,3.0,,,
45,2020-03-06,735.0,46.0,20130126010057.0,2.0,66.0,4.0,,,
46,2020-03-07,739.0,47.0,20130126010057.0,2.0,64.0,6.0,,,
47,2020-03-08,749.0,48.0,20130126010057.0,2.0,66.0,6.0,,,
48,2020-03-09,756.0,49.0,20130126010057.0,2.0,66.0,7.0,,,
49,2020-03-10,751.0,50.0,20130126010057.0,2.0,68.0,7.0,,,
50,2020-03-11,769.0,51.0,20130126010057.0,2.0,68.0,7.0,,,
51,2020-03-12,758.0,52.0,20130126010057.0,2.0,68.0,7.0,,,
52,2020-03-13,754.0,53.0,20130126010057.0,2.0,62.0,6.0,,,
53,2020-03-14,746.0,54.0,20130126010057.0,2.0,66.0,7.0,,,
54,2020-03-15,752.0,55.0,20130126010057.0,2.0,70.0,6.0,,,
55,2020-03-16,747.0,56.0,20130126010057.0,2.0,64.0,4.0,,,
56,2020-03-17,759.0,57.0,20130126010057.0,2.0,64.0,3.0,,,
57,2020-03-18,741.0,58.0,20130126010057.0,2.0,66.0,5.0,,,
58,2020-03-19,750.0,59.0,20130126010057.0,2.0,68.0,6.0,,,
59,2020-03-20,740.0,60.0,20130126010057.0,2.0,70.0,7.0,,,
60,2020-03-21,760.0,61.0,20130126010057.0,2.0,70.0,7.0,,,
61,2020-03-22,761.0,62.0,20130126010057.0,2.0,68.0,7.0,,,
62,2020-03-23,765.0,63.0,20130126010057.0,2.0,66.0,6.0,,,
63,2020-03-24,746.0,64.0,20130126010057.0,2.0,66.0,7.0,,,
64,2020-03-25,750.0,65.0,20130126010057.0,2.0,66.0,7.0,,,
65,2020-03-26,758.0,66.0,20130126010057.0,2.0,66.0,7.0,,,
66,2020-03-27,735.0,67.0,20130126010057.0,2.0,58.0,6.0,,,
67,2020-03-28,761.0,68.0,20130126010057.0,2.0,62.0,6.0,,,
68,2020-03-29,760.0,69.0,20130126010057.0,2.0,58.0,6.0,,,
69,2020-03-30,736.0,70.0,20130126010057.0,2.0,60.0,6.0,,,
70,2020-03-31,746.0,71.0,20130126010057.0,2.0,62.0,6.0,,,
71,2020-04-01,752.0,72.0,20130126010057.0,2.0,62.0,6.0,,,
72,2020-04-02,746.0,73.0,20130126010057.0,2.0,60.0,6.0,,,
73,2020-04-03,747.0,74.0,20130126010057.0,2.0,60.0,6.0,,,
74,2020-04-04,767.0,75.0,20130126010057.0,2.0,66.0,6.0,,,
75,2020-04-05,712.0,76.0,20130126010057.0,2.0,64.0,6.0,,,
76,2020-04-06,745.0,77.0,20130126010057.0,2.0,62.0,5.0,,,
77,2020-04-07,743.0,78.0,20130126010057.0,2.0,62.0,4.0,,,
78,2020-04-08,764.0,79.0,20130126010057.0,2.0,64.0,5.0,,,
79,2020-04-09,771.0,80.0,20130126010057.0,2.0,62.0,6.0,,,
80,2020-04-10,751.0,81.0,20130126010057.0,2.0,64.0,6.0,,,
81,2020-04-11,775.0,82.0,20130126010057.0,2.0,64.0,7.0,,,
82,2020-04-12,770.0,83.0,20130126010057.0,2.0,62.0,6.0,,,
83,2020-04-13,757.0,84.0,20130126010057.0,2.0,58.0,5.0,,,
84,2020-04-14,767.0,85.0,20130126010057.0,2.0,56.0,6.0,,,
85,2020-04-15,736.0,86.0,20130126010057.0,2.0,58.0,6.0,,,
86,2020-04-16,754.0,87.0,20130126010057.0,2.0,56.0,5.0,,,
87,2020-04-17,757.0,88.0,20130126010057.0,2.0,52.0,6.0,,,
88,2020-04-18,767.0,89.0,20130126010057.0,2.0,52.0,4.0,,,
89,2020-04-19,760.0,90.0,20130126010057.0,2.0,56.0,4.0,,,
90,2020-04-20,764.0,91.0,20130126010057.0,2.0,50.0,4.0,,,
91,2020-04-21,763.0,92.0,20130126010057.0,2.0,52.0,5.0,,,
92,2020-04-22,763.0,93.0,20130126010057.0,2.0,56.0,6.0,,,
93,2020-04-23,762.0,94.0,20130126010057.0,2.0,54.0,5.0,,,
94,2020-04-24,770.0,95.0,20130126010057.0,2.0,58.0,6.0,,,
95,2020-04-25,746.0,96.0,20130126010057.0,2.0,56.0,6.0,,,
96,2020-04-26,767.0,97.0,20130126010057.0,2.0,56.0,5.0,,,
97,2020-04-27,778.0,98.0,20130126010057.0,2.0,54.0,5.0,,,
98,2020-04-28,776.0,99.0,20130126010057.0,2.0,56.0,5.0,,,
99,2020-04-29,785.0,100.0,20130126010057.0,2.0,54.0,4.0,,,
100,2020-04-30,779.0,101.0,20130126010057.0,2.0,50.0,4.0,,,
101,2020-05-01,784.0,102.0,20130126010057.0,2.0,50.0,5.0,,,
102,2020-05-02,780.0,103.0,20130126010057.0,2.0,52.0,4.0,,,
103,2020-05-03,777.0,104.0,20130126010057.0,2.0,56.0,5.0,,,
104,2020-05-04,787.0,105.0,20130126010057.0,2.0,50.0,5.0,,,
105,2020-05-05,774.0,106.0,20130126010057.0,2.0,52.0,5.0,,,
106,2020-05-06,778.0,107.0,20130126010057.0,2.0,56.0,5.0,,,
107,2020-05-07,790.0,108.0,20130126010057.0,2.0,56.0,5.0,,,
108,2020-05-08,796.0,109.0,20130126010057.0,2.0,54.0,5.0,,,
109,2020-05-09,794.0,110.0,20130126010057.0,2.0,48.0,4.0,,,
110,2020-05-10,795.0,111.0,20130126010057.0,2.0,52.0,4.0,,,
111,2020-05-11,783.0,112.0,20130126010057.0,2.0,56.0,4.0,,,
112,2020-05-12,799.0,113.0,20130126010057.0,2.0,56.0,4.0,,,
113,2020-05-13,808.0,114.0,20130126010057.0,2.0,56.0,4.0,,,
