,time,체중(kg),index,개체번호,일일 착유 횟수,착유량(L),섭취량(kg),CO2 측정값,온도 측정값,습도 측정값
0,2020-07-31 00:00:00,599.0,1.0,20180821020070.0,1.0,5.0,,,,
1,2020-08-01 00:00:00,607.0,2.0,20180821020070.0,1.0,11.0,,,,
2,2020-08-02 00:00:00,595.0,3.0,20180821020070.0,1.0,16.0,,,,
3,2020-08-03 00:00:00,595.0,4.0,20180821020070.0,1.0,19.0,,,,
4,2020-08-04 00:00:00,600.0,5.0,20180821020070.0,1.0,23.0,,,,
5,2020-08-05 00:00:00,601.0,6.0,20180821020070.0,1.0,25.0,,,,
6,2020-08-06 00:00:00,597.0,7.0,20180821020070.0,1.0,25.0,,,,
7,2020-08-07 00:00:00,579.0,8.0,20180821020070.0,1.0,19.0,,,,
8,2020-08-08 00:00:00,573.0,9.0,20180821020070.0,1.0,26.0,,,,
9,2020-08-09 00:00:00,569.0,10.0,20180821020070.0,1.0,27.0,,,,
10,2020-08-10 00:00:00,570.0,11.0,20180821020070.0,1.0,28.0,,,,
11,2020-08-11 00:00:00,570.0,12.0,20180821020070.0,1.0,28.0,,,,
12,2020-08-12 00:00:00,573.0,13.0,20180821020070.0,1.0,27.0,,,,
13,2020-08-13 00:00:00,570.0,14.0,20180821020070.0,1.0,29.0,,,,
14,2020-08-14 00:00:00,562.0,15.0,20180821020070.0,1.0,29.0,,,,
15,2020-08-15 00:00:00,565.0,16.0,20180821020070.0,1.0,30.0,,,,
16,2020-08-16 00:00:00,570.0,17.0,20180821020070.0,1.0,31.0,,,,
17,2020-08-17 00:00:00,563.0,18.0,20180821020070.0,1.0,32.0,,,,
18,2020-08-18 00:00:00,558.0,19.0,20180821020070.0,1.0,33.0,,,,
19,2020-08-19 00:00:00,562.0,20.0,20180821020070.0,1.0,33.0,,,,
20,2020-08-20 00:00:00,563.0,21.0,20180821020070.0,1.0,33.0,,,,
21,2020-08-21 00:00:00,559.0,22.0,20180821020070.0,1.0,36.0,,,,
22,2020-08-22 00:00:00,575.0,23.0,20180821020070.0,1.0,31.0,,,,
23,2020-08-23 00:00:00,577.0,24.0,20180821020070.0,1.0,28.0,,,,
24,2020-08-24 00:00:00,564.0,25.0,20180821020070.0,1.0,25.0,,,0.0,
25,2020-08-25 00:00:00,559.0,26.0,20180821020070.0,1.0,22.0,,,0.0,
26,2020-08-26 00:00:00,554.0,27.0,20180821020070.0,1.0,18.0,,,,
27,2020-08-27 00:00:00,573.0,28.0,20180821020070.0,1.0,19.0,,,,
28,2020-08-28 00:00:00,582.0,29.0,20180821020070.0,1.0,22.0,,243.0,23.0,70.0
29,2020-08-31 00:00:00,588.0,31.0,20180821020070.0,1.0,23.0,,,,
30,2020-09-01 00:00:00,584.0,32.0,20180821020070.0,1.0,33.0,,,,
31,2020-09-02 00:00:00,578.0,33.0,20180821020070.0,1.0,34.0,,,,
32,2020-09-03 00:00:00,582.0,34.0,20180821020070.0,1.0,36.0,,,,
33,2020-09-04 00:00:00,585.0,35.0,20180821020070.0,1.0,34.0,,,,
34,2020-09-05 00:00:00,588.0,36.0,20180821020070.0,1.0,37.0,,,,
35,2020-09-06 00:00:00,579.0,37.0,20180821020070.0,1.0,36.0,,,,
36,2020-09-07 00:00:00,579.0,38.0,20180821020070.0,1.0,36.0,,,,
37,2020-09-08 00:00:00,584.0,39.0,20180821020070.0,1.0,34.0,,,,
38,2020-09-09 00:00:00,587.0,40.0,20180821020070.0,1.0,34.0,,,,
39,2020-09-10 00:00:00,581.0,41.0,20180821020070.0,1.0,34.0,,,,
40,2020-09-11 00:00:00,592.0,42.0,20180821020070.0,1.0,38.0,,,,
41,2020-09-12 00:00:00,585.0,43.0,20180821020070.0,1.0,33.0,,,,
42,2020-09-13 00:00:00,583.0,44.0,20180821020070.0,1.0,31.0,,,,
43,2020-09-14 00:00:00,584.0,45.0,20180821020070.0,1.0,30.0,,,,
44,2020-09-15 00:00:00,598.0,46.0,20180821020070.0,1.0,34.0,,516.0,22.0,68.0
45,2020-09-16 00:00:00,591.0,47.0,20180821020070.0,1.0,32.0,,,,
46,2020-09-17 00:00:00,603.0,48.0,20180821020070.0,1.0,30.0,,,,
47,2020-09-18 00:00:00,604.0,49.0,20180821020070.0,1.0,33.0,,,,
48,2020-09-19 00:00:00,594.0,50.0,20180821020070.0,1.0,32.0,,,,
49,2020-09-20 00:00:00,607.0,51.0,20180821020070.0,1.0,33.0,,,,
50,2020-09-21 00:00:00,598.0,52.0,20180821020070.0,1.0,34.0,,,,
51,2020-09-22 00:00:00,603.0,53.0,20180821020070.0,1.0,39.0,,,,
52,2020-09-23 00:00:00,594.0,54.0,20180821020070.0,1.0,38.0,,,,
53,2020-09-24 00:00:00,600.0,55.0,20180821020070.0,1.0,34.0,,,28.0,
54,2020-09-25 00:00:00,601.0,56.0,20180821020070.0,1.0,34.0,,,,
55,2020-09-26 00:00:00,609.0,57.0,20180821020070.0,1.0,34.0,,,,
56,2020-09-27 00:00:00,605.0,58.0,20180821020070.0,1.0,36.0,,,,
57,2020-09-28 00:00:00,613.0,59.0,20180821020070.0,1.0,36.0,,688.0,19.0,71.0
58,2020-09-29 00:00:00,612.0,60.0,20180821020070.0,1.0,40.0,,686.0,19.0,74.0
59,2020-09-30 00:00:00,609.0,61.0,20180821020070.0,1.0,39.0,,686.0,19.0,77.0
60,2020-10-01 00:00:00,610.0,62.0,20180821020070.0,1.0,39.0,,686.0,20.0,75.0
61,2020-10-02 00:00:00,613.0,63.0,20180821020070.0,1.0,38.0,,686.0,19.0,80.0
62,2020-10-03 00:00:00,606.0,64.0,20180821020070.0,1.0,36.0,,688.0,21.0,71.0
63,2020-10-04 00:00:00,619.0,65.0,20180821020070.0,1.0,36.0,,683.0,18.0,73.0
64,2020-10-05 00:00:00,619.0,66.0,20180821020070.0,1.0,37.0,,684.0,13.0,67.0
65,2020-10-06 00:00:00,617.0,67.0,20180821020070.0,1.0,35.0,,680.0,13.0,82.0
66,2020-10-07 00:00:00,625.0,68.0,20180821020070.0,1.0,36.0,,679.0,15.0,82.0
67,2020-10-08 00:00:00,622.0,69.0,20180821020070.0,1.0,37.0,,685.0,16.0,62.0
